,Identifier,code,Required Height before dissociation [m],id,Area [Å2],Time to measure before dissociation [t],URL,Molecular Complexity [-]
28,DNA,3V62,11.962779395328104,0.0,36048.43404585326,0.011962779395328103,https://www.rcsb.org/structure/3V62,549504
29,DNA,4ZTU,5.055914504315154,0.0,85294.05781476734,0.005055914504315154,https://www.rcsb.org/structure/4ZTU,1296972
30,DNA,8ICU,22.07611516885805,0.0,19534.209743837127,0.02207611516885805,https://www.rcsb.org/structure/8ICU,333234
31,DNA,6UQ2,2.918695601992173,0.0,147750.74993885367,0.002918695601992173,https://www.rcsb.org/structure/6UQ2,4934115
32,DNA,6EU1,1.8423419988225949,0.0,234071.34197297477,0.0018423419988225949,https://www.rcsb.org/structure/6EU1,3501954
33,DNA,8ICB,22.125257453855692,0.0,19490.822420347788,0.02212525745385569,https://www.rcsb.org/structure/8ICB,327807
34,DNA,6KNB,3.457540723828967,0.0,124724.33399425363,0.0034575407238289666,https://www.rcsb.org/structure/6KNB,1676943
35,DNA,3C5G,12.2482760295478,0.0,35208.17648110259,0.012248276029547799,https://www.rcsb.org/structure/3C5G,640548
36,DNA,6RAX,1.6650151183818778,0.0,259000.32935236747,0.0016650151183818778,https://www.rcsb.org/structure/6RAX,3548448
37,DNA,6BKG,14.739821656159775,0.0,29256.762673065477,0.014739821656159774,https://www.rcsb.org/structure/6BKG,943407
38,DNA,5N61,1.7186898861750175,0.0,250911.73661195536,0.0017186898861750175,https://www.rcsb.org/structure/5N61,4252419
39,DNA,1T7P,11.826978501589677,0.0,36462.3529145347,0.011826978501589676,https://www.rcsb.org/structure/1T7P,628155
40,DNA,1D32,205.78705819754157,0.0,2095.5616345106455,0.20578705819754156,https://www.rcsb.org/structure/1D32,60912
41,DNA,2FMP,20.617501578351202,0.0,20916.184359136303,0.020617501578351204,https://www.rcsb.org/structure/2FMP,384669
42,DNA,3K58,11.225840355591256,0.0,38414.89370751562,0.011225840355591255,https://www.rcsb.org/structure/3K58,678861
43,DNA,3GTM,2.7283994571947665,0.0,158055.83852481813,0.0027283994571947667,https://www.rcsb.org/structure/3GTM,5078457
44,DNA,3K5N,5.9156799253867565,0.0,72897.7005985299,0.005915679925386757,https://www.rcsb.org/structure/3K5N,1101438
45,DNA,3P4J,184.05600249472812,0.0,2342.9796268118416,0.18405600249472812,https://www.rcsb.org/structure/3P4J,86670
46,DNA,3G6X,20.592889051517727,0.0,20941.183287043183,0.020592889051517727,https://www.rcsb.org/structure/3G6X,347814
47,DNA,4G4N,27.039846979709687,0.0,15948.295282927207,0.027039846979709688,https://www.rcsb.org/structure/4G4N,489564
48,DNA,1DPU,81.76778787605659,0.0,5273.952924973942,0.08176778787605658,https://www.rcsb.org/structure/1DPU,3278232
49,DNA,3BQ1,20.507867274799175,0.0,21028.001510790957,0.020507867274799176,https://www.rcsb.org/structure/3BQ1,313551
50,DNA,3GLI,2.8684295522492858,0.0,150339.91812677428,0.002868429552249286,https://www.rcsb.org/structure/3GLI,4918725
51,DNA,6V93,4.6576313438414125,0.0,92587.71942261748,0.0046576313438414126,https://www.rcsb.org/structure/6V93,1617327
52,DNA,3W1B,15.73264763431458,0.0,27410.48258762233,0.01573264763431458,https://www.rcsb.org/structure/3W1B,880632
53,DNA,3GTO,2.875919165738394,0.0,149948.3953426266,0.0028759191657383937,https://www.rcsb.org/structure/3GTO,2552634
54,DNA,3K5L,11.49129710031828,0.0,37527.48364896364,0.011491297100318279,https://www.rcsb.org/structure/3K5L,625077
55,DNA,1TAU,11.407528886402504,0.0,37803.05694001831,0.011407528886402504,https://www.rcsb.org/structure/1TAU,706320
56,DNA,1SGS,108.01191604190488,0.0,3992.517491035633,0.10801191604190488,https://www.rcsb.org/structure/1SGS,78489
57,DNA,4R4T,63.18694652827206,0.0,6824.818854708002,0.06318694652827206,https://www.rcsb.org/structure/4R4T,305856
58,DNA,6S2F,5.882123501978349,0.0,73313.56845746908,0.005882123501978349,https://www.rcsb.org/structure/6S2F,1079406
59,DNA,4R4C,62.29002596428805,0.0,6923.090131393018,0.06229002596428805,https://www.rcsb.org/structure/4R4C,290142
60,DNA,6PTN,0.7339164790605721,0.0,587586.5665117272,0.0007339164790605721,https://www.rcsb.org/structure/6PTN,8081694
61,DNA,6RAZ,1.6531254574008374,0.0,260863.11967852892,0.0016531254574008373,https://www.rcsb.org/structure/6RAZ,3365874
62,DNA,1R49,12.072286240651808,0.0,35721.441278076745,0.012072286240651807,https://www.rcsb.org/structure/1R49,500256
63,DNA,1B22,98.8738778577793,0.0,4361.5105767154655,0.0988738778577793,https://www.rcsb.org/structure/1B22,2620998
64,DNA,3CVT,7.970172488469151,0.0,54106.66640671494,0.007970172488469152,https://www.rcsb.org/structure/3CVT,849771
65,DNA,6UQ0,2.929530249681181,0.0,147204.30488284223,0.0029295302496811807,https://www.rcsb.org/structure/6UQ0,4939542
66,DNA,1NDN,97.12020927058946,0.0,4440.264979620139,0.09712020927058945,https://www.rcsb.org/structure/1NDN,78084
67,DNA,8ICW,22.05316785523506,0.0,19554.53596818329,0.02205316785523506,https://www.rcsb.org/structure/8ICW,331128
68,DNA,6EU3,1.9578750370088334,0.0,220258.93169178386,0.0019578750370088335,https://www.rcsb.org/structure/6EU3,3330234
69,DNA,7OQY,3.135519980580053,0.0,137533.636114097,0.003135519980580053,https://www.rcsb.org/structure/7OQY,2381319
70,DNA,2NVQ,2.916024845391344,0.0,147886.07330254183,0.0029160248453913443,https://www.rcsb.org/structure/2NVQ,2562435
71,DNA,5YUY,10.170392320680765,0.0,42401.458118845905,0.010170392320680765,https://www.rcsb.org/structure/5YUY,1280367
72,DNA,6WGI,1.3056203541353344,0.0,330294.6853361305,0.0013056203541353343,https://www.rcsb.org/structure/6WGI,4773492
73,DNA,5YUX,10.4417628445935,0.0,41299.48845379717,0.0104417628445935,https://www.rcsb.org/structure/5YUX,1221723
74,DNA,6RUI,1.5773621140929421,0.0,273392.8120782593,0.001577362114092942,https://www.rcsb.org/structure/6RUI,4439124
75,DNA,6EU2,1.95578242785883,0.0,220494.59995900153,0.00195578242785883,https://www.rcsb.org/structure/6EU2,3330234
76,DNA,6WH1,44.8325376897579,0.0,9618.894808537576,0.0448325376897579,https://www.rcsb.org/structure/6WH1,257580
77,DNA,6UQ1,2.892747860210605,0.0,149076.06361730446,0.0028927478602106048,https://www.rcsb.org/structure/6UQ1,4948128
78,DNA,8ICV,22.180560900454317,0.0,19442.225378022096,0.022180560900454317,https://www.rcsb.org/structure/8ICV,331128
79,DNA,1N0W,32.21411285289111,0.0,13386.662734028238,0.032214112852891115,https://www.rcsb.org/structure/1N0W,238302
80,DNA,4X6A,2.98667892723021,0.0,144387.62067990378,0.0029866789272302097,https://www.rcsb.org/structure/4X6A,2475198
81,DNA,8ICA,22.223032960075656,0.0,19405.067922650884,0.022223032960075655,https://www.rcsb.org/structure/8ICA,333072
82,DNA,3M4O,2.99838649680388,0.0,143823.84142179665,0.0029983864968038797,https://www.rcsb.org/structure/3M4O,4911678
83,DNA,3VU7,27.36660952727788,0.0,15757.869589498698,0.02736660952727788,https://www.rcsb.org/structure/3VU7,461133
84,DNA,5VEZ,21.02890820112565,0.0,20506.983049861516,0.02102890820112565,https://www.rcsb.org/structure/5VEZ,338013
85,DNA,6SKO,5.19209293960017,0.0,83056.96162495624,0.00519209293960017,https://www.rcsb.org/structure/6SKO,2961522
86,DNA,3K5M,11.388922908383824,0.0,37864.81544449875,0.011388922908383824,https://www.rcsb.org/structure/3K5M,651807
87,DNA,5XF8,1.817660761143088,0.0,237249.69656404984,0.001817660761143088,https://www.rcsb.org/structure/5XF8,2281446
88,DNA,1JQJ,6.287494184532213,0.0,68586.8569228206,0.0062874941845322135,https://www.rcsb.org/structure/1JQJ,943407
89,DNA,5OQJ,1.066202659976942,0.0,404462.9414513968,0.001066202659976942,https://www.rcsb.org/structure/5OQJ,5702238
90,DNA,6HKO,2.5089677051414796,0.0,171879.24067490542,0.0025089677051414795,https://www.rcsb.org/structure/6HKO,2999511
91,DNA,6ALU,99.70813184464178,0.0,4325.017990603862,0.09970813184464178,https://www.rcsb.org/structure/6ALU,718632
92,DNA,3BQ0,20.662592841622253,0.0,20870.539691848284,0.02066259284162225,https://www.rcsb.org/structure/3BQ0,313146
93,DNA,3PC8,23.112432472864132,0.0,18658.333108983123,0.023112432472864132,https://www.rcsb.org/structure/3PC8,540999
94,DNA,3WGW,17.674491414468857,0.0,24398.974427323676,0.017674491414468856,https://www.rcsb.org/structure/3WGW,695304
95,DNA,3K7A,2.835016580376209,0.0,152111.7961082089,0.002835016580376209,https://www.rcsb.org/structure/3K7A,2542428
96,DNA,3GTJ,2.6447442204486005,0.0,163055.26285049634,0.0026447442204486004,https://www.rcsb.org/structure/3GTJ,4919535
97,DNA,3BEP,11.658893577838539,0.0,36988.02645023591,0.01165889357783854,https://www.rcsb.org/structure/3BEP,588708
98,DNA,6S1O,3.7074893416934236,0.0,116315.76635648684,0.0037074893416934236,https://www.rcsb.org/structure/6S1O,1729269
99,DNA,5V1F,20.991850562591473,0.0,20543.184735035593,0.020991850562591473,https://www.rcsb.org/structure/5V1F,312822
100,DNA,2FBX,41.363323859761415,0.0,10425.648226425315,0.041363323859761415,https://www.rcsb.org/structure/2FBX,174960
101,DNA,4R4Q,64.11796557982503,0.0,6725.71969709015,0.06411796557982502,https://www.rcsb.org/structure/4R4Q,292491
102,DNA,5WNY,21.134047173511625,0.0,20404.96363508036,0.021134047173511625,https://www.rcsb.org/structure/5WNY,337041
103,DNA,3S15,3.0757453190446333,0.0,140206.492835215,0.003075745319044633,https://www.rcsb.org/structure/3S15,4844367
104,DNA,5W64,1.7897706620860685,0.0,240946.77221658445,0.0017897706620860685,https://www.rcsb.org/structure/5W64,4071303
105,DNA,5W5Y,1.7987614989234129,0.0,239742.4362794518,0.0017987614989234128,https://www.rcsb.org/structure/5W5Y,4067901
106,DNA,6U0M,1.624741648220374,0.0,265420.32975514996,0.001624741648220374,https://www.rcsb.org/structure/6U0M,3498228
107,DNA,8ICR,22.177878253255276,0.0,19444.577119286874,0.022177878253255276,https://www.rcsb.org/structure/8ICR,335664
108,DNA,8ICE,22.37131635747652,0.0,19276.44565687154,0.02237131635747652,https://www.rcsb.org/structure/8ICE,334044
109,DNA,6RWE,1.5294996450135956,0.0,281948.0641551533,0.0015294996450135956,https://www.rcsb.org/structure/6RWE,4610358
110,DNA,3CWU,8.001743656309358,0.0,53893.186605340205,0.008001743656309358,https://www.rcsb.org/structure/3CWU,853659
111,DNA,5YV1,10.442872820281863,0.0,41295.0987203479,0.010442872820281864,https://www.rcsb.org/structure/5YV1,1193130
112,DNA,2E1F,73.12839859438002,0.0,5897.017743127752,0.07312839859438001,https://www.rcsb.org/structure/2E1F,95661
113,DNA,2NVT,2.9537693695010585,0.0,145996.32201833726,0.0029537693695010584,https://www.rcsb.org/structure/2NVT,2573694
114,DNA,2E2J,2.854311661597975,0.0,151083.52386303523,0.002854311661597975,https://www.rcsb.org/structure/2E2J,2538378
115,DNA,6EYC,2.4869723650941578,0.0,173399.3791367483,0.0024869723650941577,https://www.rcsb.org/structure/6EYC,5133375
116,DNA,6I8A,4.3394375247542945,0.0,99376.81129814051,0.0043394375247542945,https://www.rcsb.org/structure/6I8A,1591083
117,DNA,5YV0,10.454036005938374,0.0,41251.00236813931,0.010454036005938373,https://www.rcsb.org/structure/5YV0,1198233
118,DNA,4ZTD,12.513896238431263,0.0,34460.84703125503,0.012513896238431263,https://www.rcsb.org/structure/4ZTD,1038825
119,DNA,3CWT,7.910045678486429,0.0,54517.94863972193,0.00791004567848643,https://www.rcsb.org/structure/3CWT,855846
120,DNA,8ICS,22.1186513121735,0.0,19496.64371264061,0.022118651312173502,https://www.rcsb.org/structure/8ICS,334530
121,DNA,6E49,11.790806160601253,0.0,36574.21368511305,0.011790806160601254,https://www.rcsb.org/structure/6E49,1059804
122,DNA,5W65,1.770464189992252,0.0,243574.23690081228,0.001770464189992252,https://www.rcsb.org/structure/5W65,4125087
123,DNA,5WNX,21.32398239534377,0.0,20223.214221549042,0.02132398239534377,https://www.rcsb.org/structure/5WNX,312660
124,DNA,5N5Z,1.7087340715196278,0.0,252373.6555765307,0.0017087340715196278,https://www.rcsb.org/structure/5N5Z,4190373
125,DNA,1EM8,16.615567274594284,0.0,25953.94168076079,0.016615567274594283,https://www.rcsb.org/structure/1EM8,381348
126,DNA,6PTJ,1.99392050693629,0.0,216277.15976510415,0.00199392050693629,https://www.rcsb.org/structure/6PTJ,3352023
127,DNA,2PI2,9.338791065010252,0.0,46177.22583529114,0.009338791065010251,https://www.rcsb.org/structure/2PI2,759537
128,DNA,5V1G,20.412364930219034,0.0,21126.384204466118,0.020412364930219036,https://www.rcsb.org/structure/5V1G,336636
129,DNA,6S1N,3.7192282202983384,0.0,115948.64270065835,0.0037192282202983384,https://www.rcsb.org/structure/6S1N,1728783
130,DNA,2FBY,41.09892199587572,0.0,10492.719592033398,0.04109892199587572,https://www.rcsb.org/structure/2FBY,171720
131,DNA,7KR4,14.272266727233845,0.0,30215.204934104917,0.014272266727233845,https://www.rcsb.org/structure/7KR4,1024083
132,DNA,5V1P,21.601631548212815,0.0,19963.282082424725,0.021601631548212815,https://www.rcsb.org/structure/5V1P,347652
133,DNA,3GTK,2.7454171803984866,0.0,157076.1147400501,0.0027454171803984865,https://www.rcsb.org/structure/3GTK,5027832
134,DNA,1VTE,97.50513436084172,0.0,4422.735960156414,0.09750513436084172,https://www.rcsb.org/structure/1VTE,78165
135,DNA,2JNW,62.91992260543366,0.0,6853.782493374148,0.06291992260543366,https://www.rcsb.org/structure/2JNW,1690713
136,DNA,5MK5,34.07118880095312,0.0,12657.012543850948,0.03407118880095312,https://www.rcsb.org/structure/5MK5,492156
137,DNA,1TV9,19.867518505234166,0.0,21705.753736882943,0.019867518505234168,https://www.rcsb.org/structure/1TV9,384426
138,DNA,5D8V,88.44358909736741,0.0,4875.870240440227,0.08844358909736741,https://www.rcsb.org/structure/5D8V,293625
139,DNA,307D,38.05918114410618,0.0,11330.76043871635,0.038059181144106176,https://www.rcsb.org/structure/307D,138105
140,DNA,6QIB,8.34651490805623,0.0,51667.00937912855,0.00834651490805623,https://www.rcsb.org/structure/6QIB,820449
141,DNA,7K04,2.3672541096888695,0.0,182168.64098897087,0.0023672541096888696,https://www.rcsb.org/structure/7K04,2890890
142,DNA,6V8P,4.190707735261956,0.0,102903.73160814596,0.004190707735261956,https://www.rcsb.org/structure/6V8P,1374570
143,DNA,5FZ5,1.8062493012280598,0.0,238748.58456381407,0.0018062493012280599,https://www.rcsb.org/structure/5FZ5,3803841
144,DNA,327D,178.02766704989932,0.0,2422.3171105011756,0.1780276670498993,https://www.rcsb.org/structure/327D,53217
145,DNA,5V1R,21.758813171391516,0.0,19819.071042191357,0.021758813171391517,https://www.rcsb.org/structure/5V1R,346275
146,DNA,5WNZ,21.36121645925452,0.0,20187.96377351195,0.021361216459254522,https://www.rcsb.org/structure/5WNZ,317763
147,DNA,7OK0,3.469519408160536,0.0,124293.71717110851,0.003469519408160536,https://www.rcsb.org/structure/7OK0,2202228
148,DNA,5LUP,12.823597013973469,0.0,33628.588263314065,0.012823597013973469,https://www.rcsb.org/structure/5LUP,944946
149,DNA,3S16,3.0076807522102973,0.0,143379.40079600087,0.003007680752210297,https://www.rcsb.org/structure/3S16,4850361
150,DNA,3CWA,7.98426507109904,0.0,54011.16573628699,0.00798426507109904,https://www.rcsb.org/structure/3CWA,852849
151,DNA,1Y1Y,1.8407284618920692,0.0,234276.5231077647,0.001840728461892069,https://www.rcsb.org/structure/1Y1Y,452223
152,DNA,8ICQ,22.07387930465126,0.0,19536.188364802267,0.02207387930465126,https://www.rcsb.org/structure/8ICQ,323514
153,DNA,3CW7,7.880171262064051,0.0,54724.63093709755,0.007880171262064051,https://www.rcsb.org/structure/3CW7,851229
154,DNA,8ICF,22.198020102928744,0.0,19426.933665164175,0.022198020102928744,https://www.rcsb.org/structure/8ICF,330156
155,DNA,2E1E,74.13178000896734,0.0,5817.200989716052,0.07413178000896734,https://www.rcsb.org/structure/2E1E,91935
156,DNA,2E2I,2.7961058123860663,0.0,154228.5925401292,0.002796105812386066,https://www.rcsb.org/structure/2E2I,2599533
157,DNA,6W0M,23.535059389760043,0.0,18323.27919364449,0.023535059389760044,https://www.rcsb.org/structure/6W0M,305856
158,DNA,2E2H,2.8521331160702683,0.0,151198.92602760025,0.002852133116070268,https://www.rcsb.org/structure/2E2H,2565108
159,DNA,5YV3,10.41131807858738,0.0,41420.25637699934,0.010411318078587379,https://www.rcsb.org/structure/5YV3,1204956
160,DNA,5NWL,2.3943330332054127,0.0,180108.3884559934,0.0023943330332054126,https://www.rcsb.org/structure/5NWL,2859786
161,DNA,3CVS,8.022500134642858,0.0,53753.74967903011,0.008022500134642858,https://www.rcsb.org/structure/3CVS,859005
162,DNA,8ICG,22.03002317004167,0.0,19575.079912944177,0.02203002317004167,https://www.rcsb.org/structure/8ICG,328050
163,DNA,2PQA,18.252137338884168,0.0,23626.792634245056,0.01825213733888417,https://www.rcsb.org/structure/2PQA,356481
164,DNA,8ICP,22.30534780789508,0.0,19333.456162693787,0.02230534780789508,https://www.rcsb.org/structure/8ICP,329670
165,DNA,1I7D,14.5974101596746,0.0,29542.189972086835,0.0145974101596746,https://www.rcsb.org/structure/1I7D,480654
166,DNA,6RUO,1.6084821918739747,0.0,268103.349988077,0.0016084821918739747,https://www.rcsb.org/structure/6RUO,4397490
167,DNA,3M9N,21.12472940026022,0.0,20413.963931403796,0.021124729400260223,https://www.rcsb.org/structure/3M9N,352755
168,DNA,3TBL,9.970760160539085,0.0,43250.409907990586,0.009970760160539084,https://www.rcsb.org/structure/3TBL,1172151
169,DNA,5W66,1.6914443076767034,0.0,254953.3922461271,0.0016914443076767034,https://www.rcsb.org/structure/5W66,4220262
170,DNA,3S17,3.0591348217458885,0.0,140967.78637283578,0.0030591348217458886,https://www.rcsb.org/structure/3S17,4851009
171,DNA,5N5Y,1.701600471809635,0.0,253431.67869421115,0.001701600471809635,https://www.rcsb.org/structure/5N5Y,4198230
172,DNA,6S1M,3.8380006510482616,0.0,112360.44577527478,0.0038380006510482616,https://www.rcsb.org/structure/6S1M,1730403
173,DNA,1SKW,11.948595306291141,0.0,36091.22687505556,0.011948595306291141,https://www.rcsb.org/structure/1SKW,588546
174,DNA,3K75,11.482061881817243,0.0,37557.6676450838,0.011482061881817242,https://www.rcsb.org/structure/3K75,1090989
175,DNA,7LXD,4.901165714489542,0.0,87987.12166835828,0.004901165714489542,https://www.rcsb.org/structure/7LXD,1529523
176,DNA,425D,94.42955609154097,0.0,4566.7848276182685,0.09442955609154097,https://www.rcsb.org/structure/425D,59535
177,DNA,4BJT,17.541592422519823,0.0,24583.826465147722,0.017541592422519823,https://www.rcsb.org/structure/4BJT,1358208
178,DNA,1X9S,11.967101776854523,0.0,36035.413760049596,0.011967101776854523,https://www.rcsb.org/structure/1X9S,577854
179,DNA,5M1S,4.699631159399293,0.0,91760.27850081293,0.004699631159399293,https://www.rcsb.org/structure/5M1S,1355697
180,DNA,6QH1,12.543530487857412,0.0,34379.432844288356,0.012543530487857411,https://www.rcsb.org/structure/6QH1,516132
181,DNA,6ALS,98.15504731498547,0.0,4393.451746334593,0.09815504731498546,https://www.rcsb.org/structure/6ALS,730134
182,DNA,6H68,2.1732860975677495,0.0,198427.37894481662,0.0021732860975677494,https://www.rcsb.org/structure/6H68,3181518
183,DNA,6CST,9.335632566800042,0.0,46192.848845741646,0.009335632566800043,https://www.rcsb.org/structure/6CST,799146
184,DNA,6QCG,6.683569243933618,0.0,64522.330553991735,0.0066835692439336175,https://www.rcsb.org/structure/6QCG,2052621
185,DNA,1OK7,13.04758312297502,0.0,33051.29080022671,0.01304758312297502,https://www.rcsb.org/structure/1OK7,545049
186,DNA,5C52,5.00920770280838,0.0,86089.35576694211,0.00500920770280838,https://www.rcsb.org/structure/5C52,1297134
187,DNA,9ICH,22.145945177900042,0.0,19472.614989940528,0.022145945177900042,https://www.rcsb.org/structure/9ICH,330156
188,DNA,7ICM,22.308258827847006,0.0,19330.93332677622,0.022308258827847007,https://www.rcsb.org/structure/7ICM,325458
189,DNA,3RJF,20.869812694710177,0.0,20663.312620284458,0.020869812694710176,https://www.rcsb.org/structure/3RJF,343359
190,DNA,6AS7,9.663555291218586,0.0,44625.342437834566,0.009663555291218586,https://www.rcsb.org/structure/6AS7,670356
191,DNA,2V4Q,20.838745536916004,0.0,20694.118236322494,0.020838745536916004,https://www.rcsb.org/structure/2V4Q,353970
192,DNA,1D4U,51.40093901684331,0.0,8389.71957100369,0.05140093901684331,https://www.rcsb.org/structure/1D4U,167184
193,DNA,7O72,1.0920973326108179,0.0,394872.73813464656,0.0010920973326108178,https://www.rcsb.org/structure/7O72,6421194
194,DNA,1UAB,87.77699241905485,0.0,4912.898609909115,0.08777699241905484,https://www.rcsb.org/structure/1UAB,1067418
195,DNA,6PH6,21.113589911724585,0.0,20424.734298647432,0.021113589911724583,https://www.rcsb.org/structure/6PH6,315414
196,DNA,3FOE,5.393532172621012,0.0,79954.92568425981,0.0053935321726210125,https://www.rcsb.org/structure/3FOE,1574154
197,DNA,6P1H,6.427228115173997,0.0,67095.71471712158,0.006427228115173997,https://www.rcsb.org/structure/6P1H,1155303
198,DNA,4MQV,40.21940388705127,0.0,10722.17443223757,0.040219403887051274,https://www.rcsb.org/structure/4MQV,167751
199,DNA,7ML0,1.2000029223274715,0.0,359365.3448786315,0.0012000029223274715,https://www.rcsb.org/structure/7ML0,5705316
200,DNA,6G0A,8.603598347018972,0.0,50123.151574944925,0.008603598347018971,https://www.rcsb.org/structure/6G0A,818505
201,DNA,7S1U,13.359615273105613,0.0,32279.332542285883,0.013359615273105613,https://www.rcsb.org/structure/7S1U,438048
202,DNA,7S1T,6.250221034752555,0.0,68995.87416825655,0.006250221034752555,https://www.rcsb.org/structure/7S1T,1023435
203,DNA,7ML1,1.1703605683920015,0.0,368467.18497195456,0.0011703605683920015,https://www.rcsb.org/structure/7ML1,5759910
204,DNA,5IUD,2.6480642190309758,0.0,162850.83304942804,0.002648064219030976,https://www.rcsb.org/structure/5IUD,4620726
205,DNA,3SXU,34.16398985491057,0.0,12622.63177892828,0.034163989854910565,https://www.rcsb.org/structure/3SXU,423144
206,DNA,4FXD,5.357338799602868,0.0,80495.0891046026,0.005357338799602868,https://www.rcsb.org/structure/4FXD,2310525
207,DNA,1EJ9,14.331790471532802,0.0,30089.71313766743,0.014331790471532801,https://www.rcsb.org/structure/1EJ9,465426
208,DNA,6BM2,3.1388758952872213,0.0,137386.59266046487,0.0031388758952872213,https://www.rcsb.org/structure/6BM2,4820148
209,DNA,6K3A,13.96506977129037,0.0,30879.86462653606,0.01396506977129037,https://www.rcsb.org/structure/6K3A,515808
210,DNA,7O4I,1.0890390284313258,0.0,395981.64324628806,0.0010890390284313258,https://www.rcsb.org/structure/7O4I,6433506
211,DNA,7O73,1.0948694209679626,0.0,393872.96400727244,0.0010948694209679626,https://www.rcsb.org/structure/7O73,6436746
212,DNA,2O8F,5.021317085266146,0.0,85881.74311933947,0.005021317085266146,https://www.rcsb.org/structure/2O8F,1297215
213,DNA,3RJG,19.714646815897094,0.0,21874.064905380063,0.019714646815897095,https://www.rcsb.org/structure/3RJG,347247
214,DNA,5OA1,1.6473002094575924,0.0,261785.59412650837,0.0016473002094575923,https://www.rcsb.org/structure/5OA1,3955149
215,DNA,7ICL,22.307302092045617,0.0,19331.7624093749,0.02230730209204562,https://www.rcsb.org/structure/7ICL,324810
216,DNA,9ICI,22.24143806583731,0.0,19389.009953450724,0.02224143806583731,https://www.rcsb.org/structure/9ICI,327483
217,DNA,6QC0,12.457142125315617,0.0,34617.84891746601,0.012457142125315616,https://www.rcsb.org/structure/6QC0,1054134
218,DNA,1F6I,173.54608451276647,0.0,2484.8700288934174,0.17354608451276646,https://www.rcsb.org/structure/1F6I,47628
219,DNA,1A35,15.124204804049896,0.0,28513.19918136139,0.015124204804049897,https://www.rcsb.org/structure/1A35,465993
